"Start.station.number","starthour","freq.x","freq.y","LATITUDE","LONGITUDE"
31002,12,433,379,38.856425,-77.049232
31002,13,345,376,38.856425,-77.049232
31002,14,280,364,38.856425,-77.049232
31002,15,340,352,38.856425,-77.049232
31002,16,712,546,38.856425,-77.049232
31002,17,1037,983,38.856425,-77.049232
31002,18,721,819,38.856425,-77.049232
31002,19,396,429,38.856425,-77.049232
31002,20,238,294,38.856425,-77.049232
31002,21,103,176,38.856425,-77.049232
31002,22,72,119,38.856425,-77.049232
31002,23,42,62,38.856425,-77.049232
31003,0,30,29,38.86017,-77.049593
31003,1,8,33,38.86017,-77.049593
31003,2,5,15,38.86017,-77.049593
31003,4,3,1,38.86017,-77.049593
31003,5,3,6,38.86017,-77.049593
31003,6,90,54,38.86017,-77.049593
31003,7,235,192,38.86017,-77.049593
31003,8,209,453,38.86017,-77.049593
31003,9,306,260,38.86017,-77.049593
31003,10,225,172,38.86017,-77.049593
31003,11,268,192,38.86017,-77.049593
31003,12,429,371,38.86017,-77.049593
31003,13,323,325,38.86017,-77.049593
31003,14,316,283,38.86017,-77.049593
31003,15,381,425,38.86017,-77.049593
31003,16,540,373,38.86017,-77.049593
31003,17,675,772,38.86017,-77.049593
31003,18,429,547,38.86017,-77.049593
31003,19,325,359,38.86017,-77.049593
31003,20,174,243,38.86017,-77.049593
31003,21,109,119,38.86017,-77.049593
31003,22,82,90,38.86017,-77.049593
31003,23,40,47,38.86017,-77.049593
31004,0,1,19,38.857866,-77.05949
31004,4,1,NA,38.857866,-77.05949
31004,5,9,NA,38.857866,-77.05949
31004,6,148,1,38.857866,-77.05949
31004,7,453,21,38.857866,-77.05949
31004,8,514,50,38.857866,-77.05949
31004,9,235,48,38.857866,-77.05949
31004,10,136,64,38.857866,-77.05949
31004,11,144,78,38.857866,-77.05949
31004,12,141,132,38.857866,-77.05949
31004,13,146,111,38.857866,-77.05949
31004,14,157,165,38.857866,-77.05949
31004,15,138,229,38.857866,-77.05949
31004,16,157,302,38.857866,-77.05949
31004,17,205,566,38.857866,-77.05949
31004,18,233,414,38.857866,-77.05949
31004,19,157,245,38.857866,-77.05949
31004,20,102,211,38.857866,-77.05949
31004,21,51,135,38.857866,-77.05949
31004,22,9,122,38.857866,-77.05949
31004,23,3,54,38.857866,-77.05949
31005,0,29,21,38.862303,-77.059936
31005,1,5,6,38.862303,-77.059936
31005,2,2,1,38.862303,-77.059936
31005,3,4,2,38.862303,-77.059936
31005,4,1,5,38.862303,-77.059936
31005,5,10,17,38.862303,-77.059936
31005,6,33,116,38.862303,-77.059936
31005,7,116,561,38.862303,-77.059936
31005,8,399,803,38.862303,-77.059936
31005,9,532,427,38.862303,-77.059936
31005,10,194,282,38.862303,-77.059936
31005,11,248,363,38.862303,-77.059936
31005,12,331,473,38.862303,-77.059936
31005,13,391,438,38.862303,-77.059936
31005,14,382,441,38.862303,-77.059936
31005,15,437,379,38.862303,-77.059936
31005,16,590,508,38.862303,-77.059936
31005,17,1173,843,38.862303,-77.059936
31005,18,976,834,38.862303,-77.059936
31005,19,497,567,38.862303,-77.059936
31005,20,357,348,38.862303,-77.059936
31005,21,290,166,38.862303,-77.059936
31005,22,175,92,38.862303,-77.059936
31005,23,122,58,38.862303,-77.059936
31006,0,46,59,38.8637,-77.0633
31006,1,19,31,38.8637,-77.0633
31006,2,15,19,38.8637,-77.0633
31006,3,4,16,38.8637,-77.0633
31006,4,3,9,38.8637,-77.0633
31006,5,5,19,38.8637,-77.0633
31006,6,69,38,38.8637,-77.0633
31006,7,286,91,38.8637,-77.0633
31006,8,359,129,38.8637,-77.0633
31006,9,280,163,38.8637,-77.0633
31006,10,201,156,38.8637,-77.0633
31006,11,217,230,38.8637,-77.0633
31006,12,218,244,38.8637,-77.0633
31006,13,260,245,38.8637,-77.0633
31006,14,215,239,38.8637,-77.0633
31006,15,210,260,38.8637,-77.0633
31006,16,196,493,38.8637,-77.0633
31006,17,267,596,38.8637,-77.0633
31006,18,316,522,38.8637,-77.0633
31006,19,305,453,38.8637,-77.0633
31006,20,232,303,38.8637,-77.0633
31006,21,155,196,38.8637,-77.0633
31006,22,107,119,38.8637,-77.0633
31006,23,69,91,38.8637,-77.0633
31007,0,43,25,38.857405,-77.051132
31007,1,28,11,38.857405,-77.051132
31007,2,11,18,38.857405,-77.051132
31007,3,3,7,38.857405,-77.051132
31007,5,8,55,38.857405,-77.051132
31007,6,139,58,38.857405,-77.051132
31007,7,500,186,38.857405,-77.051132
31007,8,1096,662,38.857405,-77.051132
31007,9,580,798,38.857405,-77.051132
31007,10,222,272,38.857405,-77.051132
31007,11,230,192,38.857405,-77.051132
31007,12,286,213,38.857405,-77.051132
31007,13,261,233,38.857405,-77.051132
31007,14,232,171,38.857405,-77.051132
31007,15,328,211,38.857405,-77.051132
31007,16,569,351,38.857405,-77.051132
31007,17,1040,816,38.857405,-77.051132
31007,18,1002,757,38.857405,-77.051132
31007,19,378,379,38.857405,-77.051132
31007,20,290,162,38.857405,-77.051132
31007,21,198,96,38.857405,-77.051132
31007,22,194,79,38.857405,-77.051132
31007,23,134,74,38.857405,-77.051132
31008,0,23,28,38.8629,-77.0528
31008,1,7,11,38.8629,-77.0528
31008,2,2,8,38.8629,-77.0528
31008,3,2,3,38.8629,-77.0528
31008,4,2,13,38.8629,-77.0528
31008,5,213,2,38.8629,-77.0528
31008,6,225,261,38.8629,-77.0528
31008,7,396,272,38.8629,-77.0528
31008,8,560,194,38.8629,-77.0528
31008,9,266,250,38.8629,-77.0528
31008,10,227,144,38.8629,-77.0528
31008,11,233,219,38.8629,-77.0528
31008,12,254,260,38.8629,-77.0528
31008,13,255,228,38.8629,-77.0528
31008,14,279,195,38.8629,-77.0528
31008,15,357,357,38.8629,-77.0528
31008,16,236,435,38.8629,-77.0528
31008,17,363,790,38.8629,-77.0528
31008,18,475,538,38.8629,-77.0528
31008,19,292,367,38.8629,-77.0528
31008,20,194,333,38.8629,-77.0528
31008,21,112,182,38.8629,-77.0528
31008,22,56,99,38.8629,-77.0528
31008,23,39,79,38.8629,-77.0528
31009,0,16,36,38.848441,-77.051516
31009,1,3,19,38.848441,-77.051516
31009,2,3,16,38.848441,-77.051516
31009,3,4,14,38.848441,-77.051516
31009,4,3,3,38.848441,-77.051516
31009,5,15,10,38.848441,-77.051516
31009,6,29,91,38.848441,-77.051516
31009,7,158,356,38.848441,-77.051516
31009,8,301,1193,38.848441,-77.051516
31009,9,376,426,38.848441,-77.051516
31009,10,142,172,38.848441,-77.051516
31009,11,281,144,38.848441,-77.051516
31009,12,310,234,38.848441,-77.051516
31009,13,191,215,38.848441,-77.051516
31009,14,171,175,38.848441,-77.051516
31009,15,205,182,38.848441,-77.051516
31009,16,367,276,38.848441,-77.051516
31009,17,1011,346,38.848441,-77.051516
31009,18,601,368,38.848441,-77.051516
31009,19,286,204,38.848441,-77.051516
31009,20,135,175,38.848441,-77.051516
31009,21,77,158,38.848441,-77.051516
31009,22,45,99,38.848441,-77.051516
31009,23,47,99,38.848441,-77.051516
31010,0,36,30,38.8426,-77.0502
31010,1,7,13,38.8426,-77.0502
31010,2,5,10,38.8426,-77.0502
31010,3,2,2,38.8426,-77.0502
31010,4,82,1,38.8426,-77.0502
31010,5,32,25,38.8426,-77.0502
31010,6,60,45,38.8426,-77.0502
31010,7,113,107,38.8426,-77.0502
31010,8,271,110,38.8426,-77.0502
31010,9,232,118,38.8426,-77.0502
31010,10,180,154,38.8426,-77.0502
31010,11,206,210,38.8426,-77.0502
31010,12,231,275,38.8426,-77.0502
31010,13,247,224,38.8426,-77.0502
31010,14,212,258,38.8426,-77.0502
31010,15,216,257,38.8426,-77.0502
31010,16,310,444,38.8426,-77.0502
31010,17,376,567,38.8426,-77.0502
31010,18,359,525,38.8426,-77.0502
31010,19,270,331,38.8426,-77.0502
31010,20,171,213,38.8426,-77.0502
31010,21,117,169,38.8426,-77.0502
31010,22,81,102,38.8426,-77.0502
31010,23,35,65,38.8426,-77.0502
31011,0,45,30,38.8533,-77.0498
31011,1,26,19,38.8533,-77.0498
31011,2,13,11,38.8533,-77.0498
31011,3,6,11,38.8533,-77.0498
31011,4,6,4,38.8533,-77.0498
31011,5,8,151,38.8533,-77.0498
31011,6,40,314,38.8533,-77.0498
31011,7,400,479,38.8533,-77.0498
31011,8,190,964,38.8533,-77.0498
31011,9,256,560,38.8533,-77.0498
31011,10,192,259,38.8533,-77.0498
31011,11,275,272,38.8533,-77.0498
31011,12,351,399,38.8533,-77.0498
31011,13,338,382,38.8533,-77.0498
31011,14,305,268,38.8533,-77.0498
31011,15,507,246,38.8533,-77.0498
31011,16,687,341,38.8533,-77.0498
31011,17,785,443,38.8533,-77.0498
31011,18,686,558,38.8533,-77.0498
31011,19,419,382,38.8533,-77.0498
31011,20,323,301,38.8533,-77.0498
31011,21,153,190,38.8533,-77.0498
31011,22,121,120,38.8533,-77.0498
31011,23,64,62,38.8533,-77.0498
31012,0,4,13,38.850688,-77.05152
31012,1,7,3,38.850688,-77.05152
31012,2,2,5,38.850688,-77.05152
31012,3,1,NA,38.850688,-77.05152
31012,5,5,6,38.850688,-77.05152
31012,6,19,79,38.850688,-77.05152
31012,7,80,273,38.850688,-77.05152
31012,8,126,497,38.850688,-77.05152
31012,9,164,354,38.850688,-77.05152
31012,10,61,94,38.850688,-77.05152
31012,11,72,54,38.850688,-77.05152
31012,12,105,65,38.850688,-77.05152
31012,13,90,80,38.850688,-77.05152
31012,14,64,69,38.850688,-77.05152
31012,15,146,68,38.850688,-77.05152
31012,16,388,56,38.850688,-77.05152
31012,17,485,86,38.850688,-77.05152
31012,18,223,138,38.850688,-77.05152
31012,19,96,78,38.850688,-77.05152
31012,20,26,51,38.850688,-77.05152
31012,21,28,32,38.850688,-77.05152
31012,22,9,16,38.850688,-77.05152
31012,23,9,14,38.850688,-77.05152
31013,0,42,58,38.854381,-77.053412
31013,1,33,22,38.854381,-77.053412
31013,2,26,22,38.854381,-77.053412
31013,3,20,3,38.854381,-77.053412
31013,4,9,7,38.854381,-77.053412
31013,5,10,8,38.854381,-77.053412
31013,6,29,14,38.854381,-77.053412
31013,7,77,48,38.854381,-77.053412
31013,8,227,161,38.854381,-77.053412
31013,9,187,214,38.854381,-77.053412
31013,10,151,118,38.854381,-77.053412
31013,11,165,134,38.854381,-77.053412
31013,12,174,160,38.854381,-77.053412
31013,13,141,136,38.854381,-77.053412
31013,14,106,105,38.854381,-77.053412
31013,15,99,120,38.854381,-77.053412
31013,16,135,180,38.854381,-77.053412
31013,17,176,310,38.854381,-77.053412
31013,18,240,423,38.854381,-77.053412
31013,19,143,293,38.854381,-77.053412
31013,20,147,166,38.854381,-77.053412
31013,21,94,133,38.854381,-77.053412
31013,22,97,88,38.854381,-77.053412
31013,23,46,78,38.854381,-77.053412
31014,0,34,114,38.897315,-77.070993
31014,1,29,97,38.897315,-77.070993
31014,2,12,57,38.897315,-77.070993
31014,3,4,48,38.897315,-77.070993
31014,4,18,22,38.897315,-77.070993
31014,5,56,50,38.897315,-77.070993
31014,6,145,319,38.897315,-77.070993
31014,7,692,1813,38.897315,-77.070993
31014,8,1305,3466,38.897315,-77.070993
31014,9,831,1466,38.897315,-77.070993
31014,10,638,637,38.897315,-77.070993
31014,11,666,730,38.897315,-77.070993
31014,12,723,819,38.897315,-77.070993
31014,13,735,925,38.897315,-77.070993
31014,14,740,952,38.897315,-77.070993
31014,15,867,901,38.897315,-77.070993
31014,16,1456,1318,38.897315,-77.070993
31014,17,2415,1987,38.897315,-77.070993
31014,18,1734,1682,38.897315,-77.070993
31014,19,829,1057,38.897315,-77.070993
31014,20,446,819,38.897315,-77.070993
31014,21,213,516,38.897315,-77.070993
31014,22,146,397,38.897315,-77.070993
31014,23,88,232,38.897315,-77.070993
31015,0,40,49,38.8946,-77.072305
31015,1,13,35,38.8946,-77.072305
31015,2,4,22,38.8946,-77.072305
31015,5,18,75,38.8946,-77.072305
31015,6,94,200,38.8946,-77.072305
31015,7,230,1127,38.8946,-77.072305
31015,8,405,1294,38.8946,-77.072305
31015,9,449,633,38.8946,-77.072305
31015,10,312,307,38.8946,-77.072305
31015,11,332,411,38.8946,-77.072305
31015,12,408,450,38.8946,-77.072305
31015,13,301,369,38.8946,-77.072305
31015,14,293,413,38.8946,-77.072305
31015,15,492,457,38.8946,-77.072305
31015,16,591,573,38.8946,-77.072305
31015,17,853,977,38.8946,-77.072305
31015,18,696,835,38.8946,-77.072305
31015,19,366,547,38.8946,-77.072305
31015,20,194,384,38.8946,-77.072305
31015,21,140,259,38.8946,-77.072305
31015,22,110,198,38.8946,-77.072305
31015,23,52,81,38.8946,-77.072305
31016,0,27,58,38.893438,-77.076389
31016,1,13,21,38.893438,-77.076389
31016,2,10,11,38.893438,-77.076389
31016,3,3,4,38.893438,-77.076389
31016,4,7,4,38.893438,-77.076389
31016,5,23,163,38.893438,-77.076389
31016,6,100,130,38.893438,-77.076389
31016,7,280,311,38.893438,-77.076389
31016,8,680,788,38.893438,-77.076389
31016,9,511,413,38.893438,-77.076389
31016,10,328,233,38.893438,-77.076389
31016,11,360,266,38.893438,-77.076389
31016,12,303,406,38.893438,-77.076389
31016,13,340,372,38.893438,-77.076389
31016,14,298,256,38.893438,-77.076389
31016,15,307,261,38.893438,-77.076389
31016,16,425,348,38.893438,-77.076389
31016,17,665,512,38.893438,-77.076389
31016,18,491,479,38.893438,-77.076389
31016,19,312,366,38.893438,-77.076389
31016,20,202,253,38.893438,-77.076389
31016,21,132,175,38.893438,-77.076389
31016,22,75,107,38.893438,-77.076389
31016,23,38,54,38.893438,-77.076389
31017,0,42,29,38.891696,-77.0846
31017,1,39,14,38.891696,-77.0846
31017,2,13,3,38.891696,-77.0846
31017,3,3,1,38.891696,-77.0846
31017,4,5,1,38.891696,-77.0846
31017,5,19,4,38.891696,-77.0846
31017,6,49,48,38.891696,-77.0846
31017,7,196,244,38.891696,-77.0846
31017,8,260,669,38.891696,-77.0846
31017,9,198,310,38.891696,-77.0846
31017,10,175,135,38.891696,-77.0846
31017,11,253,146,38.891696,-77.0846
31017,12,297,175,38.891696,-77.0846
31017,13,317,108,38.891696,-77.0846
31017,14,246,98,38.891696,-77.0846
31017,15,234,93,38.891696,-77.0846
31017,16,475,122,38.891696,-77.0846
31017,17,888,238,38.891696,-77.0846
31017,18,702,222,38.891696,-77.0846
31017,19,414,162,38.891696,-77.0846
31017,20,309,106,38.891696,-77.0846
31017,21,236,92,38.891696,-77.0846
31017,22,153,68,38.891696,-77.0846
31017,23,84,48,38.891696,-77.0846
31018,0,15,22,38.892164,-77.079375
31018,1,1,10,38.892164,-77.079375
31018,2,2,7,38.892164,-77.079375
31018,3,2,NA,38.892164,-77.079375
31018,5,30,3,38.892164,-77.079375
31018,6,80,16,38.892164,-77.079375
31018,7,401,29,38.892164,-77.079375
31018,8,360,88,38.892164,-77.079375
31018,9,147,126,38.892164,-77.079375
31018,10,142,49,38.892164,-77.079375
31018,11,159,94,38.892164,-77.079375
31018,12,173,90,38.892164,-77.079375
31018,13,141,92,38.892164,-77.079375
31018,14,107,85,38.892164,-77.079375
31018,15,110,119,38.892164,-77.079375
31018,16,115,147,38.892164,-77.079375
31018,17,163,268,38.892164,-77.079375
31018,18,178,270,38.892164,-77.079375
31018,19,94,207,38.892164,-77.079375
31018,20,78,134,38.892164,-77.079375
31018,21,42,67,38.892164,-77.079375
31018,22,49,42,38.892164,-77.079375
31018,23,34,21,38.892164,-77.079375
31019,0,46,8,38.889,-77.0925
31019,1,32,8,38.889,-77.0925
31019,2,20,2,38.889,-77.0925
31019,3,8,NA,38.889,-77.0925
31019,5,8,1,38.889,-77.0925
31019,6,20,7,38.889,-77.0925
31019,7,161,43,38.889,-77.0925
31019,8,153,78,38.889,-77.0925
31019,9,68,112,38.889,-77.0925
31019,10,81,151,38.889,-77.0925
31019,11,117,136,38.889,-77.0925
31019,12,177,170,38.889,-77.0925
31019,13,196,153,38.889,-77.0925
31019,14,167,148,38.889,-77.0925
31019,15,147,149,38.889,-77.0925
31019,16,270,189,38.889,-77.0925
31019,17,331,327,38.889,-77.0925
31019,18,407,309,38.889,-77.0925
31019,19,282,211,38.889,-77.0925
31019,20,285,152,38.889,-77.0925
31019,21,166,87,38.889,-77.0925
31019,22,103,43,38.889,-77.0925
31019,23,54,19,38.889,-77.0925
31020,0,54,28,38.8904,-77.0889
31020,1,42,13,38.8904,-77.0889
31020,2,24,8,38.8904,-77.0889
31020,3,11,4,38.8904,-77.0889
31020,4,4,2,38.8904,-77.0889
31020,5,5,2,38.8904,-77.0889
31020,6,96,9,38.8904,-77.0889
31020,7,84,230,38.8904,-77.0889
31020,8,228,139,38.8904,-77.0889
31020,9,148,158,38.8904,-77.0889
31020,10,126,157,38.8904,-77.0889
31020,11,216,122,38.8904,-77.0889
31020,12,307,128,38.8904,-77.0889
31020,13,205,202,38.8904,-77.0889
31020,14,173,125,38.8904,-77.0889
31020,15,194,121,38.8904,-77.0889
31020,16,421,148,38.8904,-77.0889
31020,17,470,241,38.8904,-77.0889
31020,18,379,227,38.8904,-77.0889
31020,19,259,191,38.8904,-77.0889
31020,20,210,107,38.8904,-77.0889
31020,21,127,63,38.8904,-77.0889
31020,22,70,25,38.8904,-77.0889
31020,23,46,34,38.8904,-77.0889
31021,0,35,4,38.8881,-77.09308
31021,1,48,7,38.8881,-77.09308
31021,2,8,1,38.8881,-77.09308
31021,3,3,4,38.8881,-77.09308
31021,4,3,3,38.8881,-77.09308
31021,5,3,37,38.8881,-77.09308
31021,6,71,56,38.8881,-77.09308
31021,7,226,114,38.8881,-77.09308
31021,8,290,120,38.8881,-77.09308
31021,9,175,83,38.8881,-77.09308
31021,10,150,128,38.8881,-77.09308
31021,11,193,188,38.8881,-77.09308
31021,12,273,196,38.8881,-77.09308
31021,13,253,201,38.8881,-77.09308
31021,14,227,151,38.8881,-77.09308
31021,15,218,176,38.8881,-77.09308
31021,16,275,215,38.8881,-77.09308
31021,17,508,343,38.8881,-77.09308
31021,18,461,343,38.8881,-77.09308
31021,19,379,257,38.8881,-77.09308
31021,20,290,168,38.8881,-77.09308
31021,21,196,66,38.8881,-77.09308
31021,22,122,24,38.8881,-77.09308
31021,23,45,17,38.8881,-77.09308
31022,0,66,21,38.88786,-77.094875
31022,1,88,19,38.88786,-77.094875
31022,2,34,5,38.88786,-77.094875
31022,3,8,3,38.88786,-77.094875
31022,4,3,NA,38.88786,-77.094875
31022,5,51,2,38.88786,-77.094875
31022,6,55,90,38.88786,-77.094875
31022,7,359,152,38.88786,-77.094875
31022,8,456,615,38.88786,-77.094875
31022,9,286,245,38.88786,-77.094875
31022,10,196,194,38.88786,-77.094875
31022,11,285,269,38.88786,-77.094875
31022,12,391,301,38.88786,-77.094875
31022,13,316,313,38.88786,-77.094875
31022,14,276,265,38.88786,-77.094875
31022,15,309,227,38.88786,-77.094875
31022,16,546,316,38.88786,-77.094875
31022,17,867,482,38.88786,-77.094875
31022,18,675,482,38.88786,-77.094875
31022,19,533,385,38.88786,-77.094875
31022,20,397,234,38.88786,-77.094875
31022,21,292,130,38.88786,-77.094875
31022,22,193,62,38.88786,-77.094875
31022,23,96,35,38.88786,-77.094875
31023,0,55,21,38.885801,-77.097745
31023,1,56,15,38.885801,-77.097745
31023,2,18,4,38.885801,-77.097745
31023,3,1,2,38.885801,-77.097745
31023,4,3,5,38.885801,-77.097745
31023,5,4,4,38.885801,-77.097745
31023,6,25,34,38.885801,-77.097745
31023,7,240,80,38.885801,-77.097745
31023,8,435,144,38.885801,-77.097745
31023,9,220,186,38.885801,-77.097745
31023,10,147,138,38.885801,-77.097745
31023,11,174,200,38.885801,-77.097745
31023,12,181,182,38.885801,-77.097745
31023,13,217,188,38.885801,-77.097745
31023,14,196,195,38.885801,-77.097745
31023,15,158,212,38.885801,-77.097745
31023,16,211,290,38.885801,-77.097745
31023,17,329,547,38.885801,-77.097745
31023,18,409,442,38.885801,-77.097745
31023,19,331,314,38.885801,-77.097745
31023,20,234,160,38.885801,-77.097745
31023,21,163,99,38.885801,-77.097745
31023,22,130,70,38.885801,-77.097745
31023,23,101,61,38.885801,-77.097745
31024,0,30,18,38.882788,-77.103148
31024,1,14,24,38.882788,-77.103148
31024,2,6,5,38.882788,-77.103148
31024,3,4,3,38.882788,-77.103148
31024,4,16,8,38.882788,-77.103148
31024,5,49,14,38.882788,-77.103148
31024,6,174,123,38.882788,-77.103148
31024,7,233,564,38.882788,-77.103148
31024,8,501,797,38.882788,-77.103148
31024,9,518,629,38.882788,-77.103148
31024,10,305,296,38.882788,-77.103148
31024,11,275,224,38.882788,-77.103148
31024,12,255,286,38.882788,-77.103148
31024,13,304,235,38.882788,-77.103148
31024,14,217,238,38.882788,-77.103148
31024,15,352,195,38.882788,-77.103148
31024,16,438,303,38.882788,-77.103148
31024,17,842,623,38.882788,-77.103148
31024,18,990,485,38.882788,-77.103148
31024,19,413,239,38.882788,-77.103148
31024,20,229,190,38.882788,-77.103148
31024,21,223,124,38.882788,-77.103148
31024,22,161,81,38.882788,-77.103148
31024,23,120,53,38.882788,-77.103148
31025,0,5,18,38.88397,-77.10783
31025,1,3,5,38.88397,-77.10783
31025,2,1,4,38.88397,-77.10783
31025,4,1,5,38.88397,-77.10783
31025,5,1,18,38.88397,-77.10783
31025,6,69,30,38.88397,-77.10783
31025,7,396,56,38.88397,-77.10783
31025,8,261,56,38.88397,-77.10783
31025,9,194,55,38.88397,-77.10783
31025,10,166,108,38.88397,-77.10783
31025,11,124,114,38.88397,-77.10783
31025,12,178,155,38.88397,-77.10783
31025,13,139,162,38.88397,-77.10783
31025,14,158,159,38.88397,-77.10783
31025,15,191,188,38.88397,-77.10783
31025,16,210,278,38.88397,-77.10783
31025,17,226,363,38.88397,-77.10783
31025,18,281,409,38.88397,-77.10783
31025,19,177,223,38.88397,-77.10783
31025,20,195,159,38.88397,-77.10783
31025,21,108,98,38.88397,-77.10783
31025,22,53,72,38.88397,-77.10783
31025,23,21,50,38.88397,-77.10783
31026,0,39,13,38.884734,-77.093485
31026,1,39,3,38.884734,-77.093485
31026,2,23,3,38.884734,-77.093485
31026,3,2,1,38.884734,-77.093485
31026,4,2,1,38.884734,-77.093485
31026,5,20,29,38.884734,-77.093485
31026,6,39,127,38.884734,-77.093485
31026,7,203,105,38.884734,-77.093485
31026,8,244,173,38.884734,-77.093485
31026,9,152,134,38.884734,-77.093485
31026,10,120,103,38.884734,-77.093485
31026,11,156,99,38.884734,-77.093485
31026,12,159,127,38.884734,-77.093485
31026,13,189,151,38.884734,-77.093485
31026,14,142,110,38.884734,-77.093485
31026,15,149,121,38.884734,-77.093485
31026,16,270,204,38.884734,-77.093485
31026,17,393,247,38.884734,-77.093485
31026,18,381,262,38.884734,-77.093485
31026,19,224,185,38.884734,-77.093485
31026,20,160,109,38.884734,-77.093485
31026,21,146,65,38.884734,-77.093485
31026,22,122,31,38.884734,-77.093485
31026,23,70,20,38.884734,-77.093485
31027,0,10,41,38.896015,-77.078107
31027,1,6,9,38.896015,-77.078107
31027,2,1,18,38.896015,-77.078107
31027,3,6,11,38.896015,-77.078107
31027,4,2,3,38.896015,-77.078107
31027,5,29,4,38.896015,-77.078107
31027,6,41,21,38.896015,-77.078107
31027,7,249,66,38.896015,-77.078107
31027,8,372,123,38.896015,-77.078107
31027,9,394,97,38.896015,-77.078107
31027,10,138,140,38.896015,-77.078107
31027,11,138,72,38.896015,-77.078107
31027,12,151,93,38.896015,-77.078107
31027,13,155,105,38.896015,-77.078107
31027,14,131,112,38.896015,-77.078107
31027,15,162,127,38.896015,-77.078107
31027,16,140,130,38.896015,-77.078107
31027,17,233,247,38.896015,-77.078107
31027,18,211,229,38.896015,-77.078107
31027,19,185,168,38.896015,-77.078107
31027,20,92,150,38.896015,-77.078107
31027,21,72,72,38.896015,-77.078107
31027,22,45,90,38.896015,-77.078107
31027,23,24,48,38.896015,-77.078107
31028,0,9,8,38.893241,-77.086045
31028,1,8,18,38.893241,-77.086045
31028,2,1,4,38.893241,-77.086045
31028,3,1,NA,38.893241,-77.086045
31028,4,18,NA,38.893241,-77.086045
31028,5,19,13,38.893241,-77.086045
31028,6,53,43,38.893241,-77.086045
31028,7,52,248,38.893241,-77.086045
31028,8,248,188,38.893241,-77.086045
31028,9,177,156,38.893241,-77.086045
31028,10,116,91,38.893241,-77.086045
31028,11,110,53,38.893241,-77.086045
31028,12,109,58,38.893241,-77.086045
31028,13,92,44,38.893241,-77.086045
31028,14,97,49,38.893241,-77.086045
31028,15,107,71,38.893241,-77.086045
31028,16,179,78,38.893241,-77.086045
31028,17,589,235,38.893241,-77.086045
31028,18,348,120,38.893241,-77.086045
31028,19,220,67,38.893241,-77.086045
31028,20,98,54,38.893241,-77.086045
31028,21,81,31,38.893241,-77.086045
31028,22,82,28,38.893241,-77.086045
31028,23,21,18,38.893241,-77.086045
31029,0,10,29,38.896923,-77.086502
31029,1,4,23,38.896923,-77.086502
31029,2,5,13,38.896923,-77.086502
31029,3,2,8,38.896923,-77.086502
31029,4,5,4,38.896923,-77.086502
31029,5,12,4,38.896923,-77.086502
31029,6,85,8,38.896923,-77.086502
31029,7,452,29,38.896923,-77.086502
31029,8,1012,31,38.896923,-77.086502
31029,9,373,57,38.896923,-77.086502
